"id","price_doc"
30917,6139159.40283333
30918,5224719.8938279
30919,7667215.88872699
30920,5176798.59064605
30921,3851564.61011597
30922,6135875.7654
30923,5193641.75662141
30924,5380504.72190579
30925,8614235.87303333
30926,5669956.2808011
30927,7532058.11216667
30928,5414943.26996667
30929,5383841.88790579
30930,9846495.67541904
30931,6846897.02438889
30932,6009833.03666667
30933,4556760.3411563
30934,8068003.43042222
30935,4958683.24622443
30936,5786353.24444872
30937,8745661.65180476
30938,4860510.95086839
30939,7821532.76781111
30940,5957906.59711538
30941,6149538.51094286
30942,4778483.66162776
30943,6847417.17105476
30944,6273575.58150476
30945,4877473.18733333
30946,11113106.9706667
30947,5687424.66136923
30948,6400597.25631667
30949,6773577.0103
30950,6400777.87129231
30951,7951138.76405556
30952,9074671.40913334
30953,7477065.97283333
30954,5464810.18841667
30955,6465892.007
30956,6226232.80161538
30957,5981067.24882051
30958,9581235.65986667
30959,8511694.41846667
30960,7002107.2846
30961,6352666.93866667
30962,8464088.12166666
30963,4787901.02462379
30964,5569818.01526667
30965,6744712.01135036
30966,7441483.65486153
30967,8573014.59070476
30968,4423331.30081895
30969,4916776.74922379
30970,7432622.12579192
30971,8292716.08443333
30972,4941629.86665713
30973,6222502.47626588
30974,5005956.57826522
30975,7445056.434
30976,7175418.32931428
30977,5577568.69665494
30978,7191719.53480476
30979,4692793.08587363
30980,6966404.71326705
30981,6685614.93888333
30982,7388162.26850556
30983,5251269.62910511
30984,6844071.76096046
30985,4976423.46908898
30986,9035806.77943334
30987,8098064.64208431
30988,5652621.24292722
30989,7177539.4546
30990,10114799.9503667
30991,9017263.6255
30992,5312235.19096667
30993,7056821.75596667
30994,5925238.83966667
30995,6060282.51636445
30996,6817357.87470591
30997,8138235.37978254
30998,6185014.66833333
30999,7829145.7139
31000,7657055.04455
31001,7847451.12289192
31002,6772273.94896296
31003,9264685.48536667
31004,4729133.39802709
31005,5181442.96769057
31006,5983454.69441538
31007,6006269.5419
31008,5357483.9399521
31009,6272042.71691667
31010,5511881.85952381
31011,5311757.9714585
31012,7031235.88851068
31013,8738490.64447222
31014,7029442.2451
31015,6918052.39595714
31016,5350799.16909263
31017,8795553.49743334
31018,5930280.80726667
31019,5475982.21245726
31020,6206362.74469024
31021,11622078.2287333
31022,9071948.24276667
31023,8983131.24176667
31024,5744525.37024908
31025,8574834.02682222
31026,6070959.76743333
31027,5388011.97841179
31028,5615748.49563333
31029,8145039.77536667
31030,5681083.70644872
31031,6761184.55112222
31032,8133001.00242857
31033,7773460.835
31034,5896202.89233743
31035,8050822.43885556
31036,6155502.3636
31037,9508285.85193334
31038,5052518.41752365
31039,5763820.4224733
31040,7182225.05256207
31041,5124014.89449313
31042,5750004.43759695
31043,6043936.87212564
31044,6184489.66533333
31045,6806656.8909617
31046,7479774.19023382
31047,7557106.5134
31048,5189421.71298333
31049,6381764.72668333
31050,8049143.58216032
31051,6454675.94034974
31052,4966092.56148887
31053,8190618.9785
31054,7510329.39492049
31055,6471478.47943333
31056,11704452.3924667
31057,5627246.19886051
31058,6889484.48146046
31059,4596449.71985251
31060,6873828.19422698
31061,7859368.39822525
31062,6362132.19063756
31063,4794796.19962379
31064,5004273.85181284
31065,7772077.50833333
31066,5580206.36648142
31067,9185038.27379999
31068,5015452.25815109
31069,5491867.50988187
31070,5826990.61556429
31071,4721545.84622839
31072,7355713.08514778
31073,4834467.27056733
31074,6356284.344297
31075,7091994.8895689
31076,6100312.81354286
31077,6785359.70323925
31078,5030134.73533073
31079,6341279.90161667
31080,6268361.5783011
31081,5071479.71710317
31082,9686087.4651
31083,6530976.80779524
31084,8844830.52776667
31085,8136785.34463334
31086,4529144.99397216
31087,5684548.24166667
31088,5566120.961
31089,5837745.92940909
31090,8415902.08006667
31091,5493336.67591361
31092,7295635.00352352
31093,6720977.70376587
31094,5573613.15793333
31095,4803728.38642857
31096,9840512.37386154
31097,10778392.7163619
31098,7541089.98361905
31099,8541369.3034511
31100,5143487.97598822
31101,5052309.53532921
31102,5486964.43593333
31103,9856051.89956667
31104,5252175.8614
31105,7182913.87606667
31106,5113671.72909994
31107,7877544.11506666
31108,6311349.33570842
31109,6327792.8616881
31110,8680194.63253333
31111,9649221.5467
31112,5738774.3625
31113,4515251.73653461
31114,5910857.51333333
31115,6518320.30862143
31116,6029074.35909236
31117,6610951.7484
31118,5209389.84605474
31119,5042048.15588919
31120,5326623.12074389
31121,7855885.47212874
31122,7403355.5056
31123,6059575.51645
31124,4977597.37
31125,7032708.77097967
31126,7717212.06763333
31127,6888422.33297397
31128,5227494.40384286
31129,6534447.61135476
31130,9973680.6883
31131,7949976.3977
31132,7016694.58061445
31133,8118003.80908571
31134,5684744.73522051
31135,8266609.6724
31136,7479460.17378718
31137,5298900.95972314
31138,6229459.66598333
31139,5169527.19000696
31140,7314104.29232222
31141,6609528.87554546
31142,8881084.40826667
31143,5612392.86531798
31144,5039757.48040934
31145,5202022.19017508
31146,5396492.71816055
31147,10520437.1284667
31148,6848452.01848254
31149,4825692.64337649
31150,8833930.64070476
31151,5326619.74055449
31152,9667705.24851904
31153,6317842.31765
31154,8869547.85396666
31155,5778124.88867873
31156,7248538.39123333
31157,3774357.72214844
31158,8309559.30296667
31159,7484901.29259192
31160,5523382.04994902
31161,4914313.48082221
31162,5484866.54565687
31163,5188283.08283333
31164,6492668.46733002
31165,7226280.61712526
31166,6499060.90605555
31167,5880544.11585365
31168,10306896.363651
31169,5981128.68046705
31170,5572551.17427273
31171,9169251.36903333
31172,6367616.47367699
31173,8522875.3322
31174,8676198.08466666
31175,10544005.9724333
31176,5838241.35296667
31177,8730511.43600476
31178,4999377.43702494
31179,5195434.1071963
31180,4686709.77522213
31181,6092630.34742813
31182,5789752.12633443
31183,8654518.3723381
31184,5808366.05756667
31185,4785089.36074766
31186,8171153.43659524
31187,4371270.00915842
31188,5431095.57678333
31189,4509551.80831853
31190,6885037.74953333
31191,9181252.9924
31192,5726654.59300981
31193,5457754.32773692
31194,7058585.25883254
31195,5383781.00514127
31196,5223528.40524848
31197,8861463.76983333
31198,6112886.36976667
31199,6343340.0283011
31200,7303533.95465556
31201,5125855.2550218
31202,5598889.45971917
31203,7859788.79422525
31204,4904125.48418046
31205,8443693.09912222
31206,5578885.84666666
31207,5318289.56862236
31208,5279702.82326667
31209,5302987.9091775
31210,5447386.696813
31211,7671581.49988889
31212,5838377.59712065
31213,8754676.65253334
31214,6324425.25323444
31215,5750136.84019958
31216,6842169.65363319
31217,7305687.65068543
31218,6986112.90452698
31219,4928272.0563039
31220,6286994.87775674
31221,5006359.42571601
31222,6764576.56366207
31223,8780250.05893333
31224,5918821.18091207
31225,7358077.18899271
31226,7423760.80492049
31227,8783796.71843334
31228,10606700.2281
31229,5775090.71837874
31230,5706490.66751251
31231,4418786.54064531
31232,5779127.46771538
31233,6225596.78734872
31234,5700495.74541625
31235,6521378.67047143
31236,5596839.1369
31237,10542895.0353333
31238,6292948.6283011
31239,10394131.2523
31240,6267018.6125454
31241,6255762.68734872
31242,6989048.73713001
31243,4574882.17281665
31244,7330586.07186032
31245,7081681.40586667
31246,9010206.56608334
31247,6419893.73201667
31248,6123265.87875108
31249,8925053.68486667
31250,6906101.35164064
31251,6995088.54012698
31252,7846763.06535859
31253,7194833.30206667
31254,7341083.32288333
31255,10297538.2096667
31256,6476659.16266667
31257,6241226.8214381
31258,7403124.99631212
31259,7322488.71818443
31260,7793211.9125
31261,9838589.4665
31262,6746223.51733925
31263,6449697.88664315
31264,5010957.63744046
31265,6344521.20833333
31266,7743857.90243333
31267,4999109.93221172
31268,5345951.04133689
31269,7521916.2976
31270,4684058.42471281
31271,5520058.18467051
31272,8140037.35266667
31273,5777200.42469432
31274,5451986.84733333
31275,6054897.21327778
31276,6060439.93916296
31277,5697051.12097722
31278,8970657.21765238
31279,8208733.52583809
31280,8503132.16980932
31281,7003009.71789019
31282,11712052.3924667
31283,7839064.49355858
31284,4748223.75430803
31285,5358271.83866032
31286,7476073.28093333
31287,8910469.23676667
31288,5087969.5844801
31289,9730667.33362222
31290,5560810.83994327
31291,6891978.60187619
31292,5024894.99361384
31293,7289398.07463175
31294,5254171.36319082
31295,9581803.63791111
31296,8792800.4962
31297,6287703.43409872
31298,5005589.72748703
31299,8853983.75593334
31300,7504138.13697527
31301,6924349.02332976
31302,6267275.30743333
31303,7620295.76493809
31304,6566705.27295555
31305,10612016.0643333
31306,4667344.86293797
31307,7250644.49457035
31308,7781392.73066667
31309,6729807.7586184
31310,7986844.37073333
31311,5916931.3772
31312,5574383.98438718
31313,11153233.6017667
31314,6297241.40601539
31315,8735023.37276667
31316,7383708.13142222
31317,8574411.31546666
31318,7816835.76983333
31319,6249682.01416777
31320,5981935.5119
31321,7252446.53534528
31322,7729004.8994
31323,7062860.79846667
31324,7956130.8026
31325,6164632.55393333
31326,6046098.58166667
31327,7442756.95122549
31328,7950841.69512223
31329,6460560.45677143
31330,6943539.21208557
31331,8668774.79817143
31332,5281526.63816667
31333,5641948.86876923
31334,5393611.03038231
31335,5328647.30741219
31336,7712365.32033333
31337,6268016.99641198
31338,5274515.72704853
31339,5725462.9241381
31340,6425416.53281362
31341,8892249.75593334
31342,5081979.04055833
31343,4675759.45764082
31344,4912589.70475238
31345,6612875.96261746
31346,5102583.00627808
31347,6981008.40346928
31348,9551946.26746667
31349,9666799.17563333
31350,4982904.92723465
31351,5801957.42385385
31352,8056334.12893333
31353,5505273.23882051
31354,6017321.15500952
31355,8333575.90747778
31356,5380105.70261067
31357,5116326.93465705
31358,5701513.33209085
31359,6911358.52361032
31360,6267242.88131467
31361,5147779.11636061
31362,9019620.5311
31363,6395487.15897699
31364,4570526.17721807
31365,5052944.40054506
31366,7277562.6427
31367,8090435.43376667
31368,6135444.22333333
31369,5692851.0199756
31370,7947516.70568889
31371,7506274.21788268
31372,7261863.3741
31373,5164096.26772765
31374,6912907.61107874
31375,5186318.07528169
31376,6343730.96163444
31377,9309655.12404127
31378,6230588.94346667
31379,8746071.19793333
31380,5028544.66019085
31381,6797921.86016191
31382,5378558.21642101
31383,7512120.4091
31384,8518162.22488889
31385,8756753.59733333
31386,6517522.05470452
31387,10752526.5581667
31388,6436188.18928889
31389,4695052.99037039
31390,7585326.39253333
31391,6232188.67125
31392,7844377.71453333
31393,7530587.08363333
31394,6008514.8391
31395,4824797.40810952
31396,8624527.18145555
31397,5562949.81375824
31398,5469377.69924695
31399,10545130.5511176
31400,6048271.5999318
31401,8818336.67373333
31402,7598918.58973333
31403,5047391.46096674
31404,5512664.43945014
31405,5849957.33678266
31406,7107338.27425859
31407,4880766.30665951
31408,7848433.39425858
31409,6042335.97590476
31410,9936903.25026666
31411,7353062.98466667
31412,9572889.86548889
31413,7390136.9593
31414,5734529.58191667
31415,10089261.0976619
31416,6445373.2112619
31417,5312538.18194696
31418,7941144.7048
31419,7938525.37933333
31420,7018950.63943334
31421,6101514.60124627
31422,5285496.65180952
31423,7183175.96167193
31424,8975980.71963889
31425,5197392.39218182
31426,4930869.97
31427,5657719.20738446
31428,7455670.80046667
31429,9196879.1343
31430,6417749.23343333
31431,6353068.7764881
31432,5909810.77870476
31433,6164492.63776296
31434,5057199.33641903
31435,10189394.313451
31436,8828381.00976667
31437,11596709.6226333
31438,6020069.22460763
31439,7759979.19496667
31440,6261149.74079394
31441,5604706.81973333
31442,7725380.69944921
31443,7242402.53453333
31444,7456249.61606667
31445,7394301.60142963
31446,9930710.31123333
31447,6003939.51783333
31448,7422099.43115238
31449,6184338.99166667
31450,6068503.24095238
31451,7263377.06209524
31452,8059717.44193001
31453,5491901.41324695
31454,5665309.33333333
31455,7132606.5344
31456,4998361.35181284
31457,7010099.58407698
31458,10947080.2563667
31459,7014062.15733333
31460,5103684.72547424
31461,5169685.43137402
31462,4970049.05882844
31463,6408099.32852143
31464,6332996.118
31465,5391837.15132502
31466,8772300.0414
31467,4822817.44206173
31468,7503002.55393333
31469,5322553.70927356
31470,6533096.66362143
31471,7800983.73572222
31472,5638683.05312418
31473,7573333.2202
31474,7113561.78782698
31475,5459084.28839634
31476,9720803.63623334
31477,6124778.91715714
31478,5835948.15832051
31479,5877600.88139394
31480,6387212.34697619
31481,7941153.24025098
31482,9106142.44973333
31483,8284942.8345
31484,5711783.0244608
31485,5335717.44048697
31486,4534875.29612249
31487,5210409.17563913
31488,9214691.79932857
31489,6326811.35027475
31490,5711293.35097874
31491,5657524.48679524
31492,7157224.1856619
31493,7697195.08541905
31494,5610508.80298333
31495,5458612.73059389
31496,6978779.28816666
31497,4896562.30532235
31498,6909932.30662525
31499,10382051.1084
31500,7666654.19858874
31501,8141925.39344444
31502,9103514.7895
31503,5807647.01158242
31504,7881182.00703333
31505,9087800.5244
31506,7122529.9847
31507,6016557.14473334
31508,7337786.88648889
31509,5092356.65682051
31510,6130536.52455454
31511,5293959.38549022
31512,6917765.88311796
31513,10499177.7047
31514,8011873.90266666
31515,4936249.84413501
31516,8383845.0108
31517,5840687.41185384
31518,7027005.9924
31519,5375842.04902564
31520,5659210.13968934
31521,5691564.34406666
31522,5118195.8364801
31523,7066329.06344194
31524,8345790.52836667
31525,9594396.6786
31526,6900023.88507907
31527,9329282.84983333
31528,5113650.35861905
31529,5257772.29152508
31530,6983796.32362511
31531,7808406.37732874
31532,6777313.60333925
31533,8949958.57036154
31534,8046295.57078205
31535,8638129.53583333
31536,6371819.81355238
31537,5490309.27974419
31538,6400156.51358609
31539,4959058.39035009
31540,8782411.54326667
31541,5863188.39405752
31542,5284229.5831
31543,4804598.31768844
31544,4990666.71074617
31545,7536393.205
31546,11597818.2798
31547,5850708.82727569
31548,5764758.82267706
31549,6884001.52897874
31550,5248464.24836661
31551,5904320.61733333
31552,6386479.86061212
31553,5748796.94800714
31554,7710369.32601905
31555,5446934.6561261
31556,5591164.99935824
31557,5375482.43749206
31558,8992375.4461
31559,5696560.11521625
31560,5623159.31114396
31561,8088227.87424921
31562,8225040.5396
31563,4663028.47630956
31564,6997662.84433333
31565,7987529.03154445
31566,6153038.64976667
31567,7568938.64563636
31568,7440243.66855556
31569,4947318.24622443
31570,7547653.26992222
31571,5781522.01927116
31572,4646553.84960872
31573,4956269.54822508
31574,9607405.04266666
31575,6746899.63510591
31576,9213501.16182222
31577,6285982.52269524
31578,5778020.69292874
31579,6141164.64410476
31580,6243360.94091207
31581,5757649.75147089
31582,7348763.87866667
31583,8371539.80456667
31584,5210508.98687242
31585,6337928.77866777
31586,10375024.9862667
31587,9469894.51913333
31588,7530057.4059
31589,4455919.94143822
31590,6837008.42015556
31591,6762524.6909
31592,8053741.72377699
31593,7635281.94025556
31594,6733485.59551051
31595,5495683.73652381
31596,5017232.76868703
31597,5802080.00359524
31598,5144814.84982036
31599,9181174.72475556
31600,7211629.59813258
31601,10461600.1428667
31602,6396180.2891881
31603,7213271.29516666
31604,5696520.22359567
31605,5113571.64714091
31606,6536434.45814064
31607,6296229.53945
31608,6440520.29388254
31609,5890856.78753333
31610,5496170.21895
31611,6745120.31246207
31612,6254863.85798352
31613,5467975.39408529
31614,7602953.11602222
31615,8189462.11381111
31616,8489444.44053333
31617,5066314.22123779
31618,7242276.62509444
31619,7590587.44402222
31620,5379417.3211799
31621,6105015.66352381
31622,8582719.49087143
31623,6245919.7896941
31624,5695153.58450196
31625,9219783.86503333
31626,5929223.36033333
31627,5347535.30573659
31628,8392916.48435555
31629,9714960.00713334
31630,4631736.52696899
31631,7039331.86427734
31632,9902555.16746667
31633,5530634.16839524
31634,7143965.55248334
31635,9967802.61092223
31636,6076715.33247722
31637,6105922.69845476
31638,6104590.20627596
31639,4635258.63921665
31640,9523649.7412
31641,5096402.74317379
31642,6163451.38536032
31643,7402448.83893333
31644,7864286.8757
31645,7085439.27416207
31646,8380029.93685476
31647,5354886.04728571
31648,8797110.94408889
31649,5908385.10333333
31650,6092106.43274286
31651,8949636.31532619
31652,5385482.89006036
31653,6454211.3564359
31654,4914566.89534231
31655,5141847.33727988
31656,10668406.4393333
31657,6480054.21
31658,5491961.80298503
31659,6702163.85232874
31660,5937781.21333333
31661,5824137.31422874
31662,6981106.69624921
31663,4928335.09754046
31664,5301155.0872755
31665,4759022.51499614
31666,5644246.79081362
31667,6325148.86339379
31668,6162606.8011454
31669,10526381.4796667
31670,6986990.82498557
31671,6199054.34388627
31672,6975606.34812873
31673,7881377.69626154
31674,7274374.88086207
31675,8038068.27111032
31676,7301075.48090016
31677,5507130.86119762
31678,7158077.98078889
31679,6685369.9501
31680,5742843.12418568
31681,7814912.58472525
31682,6537703.99703333
31683,6257136.43283444
31684,6606483.11322857
31685,4754817.83687617
31686,9387557.74970794
31687,7191619.18936667
31688,8967849.35443334
31689,4786567.35162379
31690,5608602.99672491
31691,4992258.94180749
31692,6812294.0619954
31693,6619294.38333333
31694,7768857.01176667
31695,7006614.46079365
31696,4984151.22649082
31697,6354289.44997143
31698,4873051.04332617
31699,5503463.69771905
31700,5523989.63333333
31701,8603466.82270476
31702,6995525.09016667
31703,7696456.5892954
31704,5424537.67048783
31705,10912799.6148667
31706,5717468.76168992
31707,8152151.64903334
31708,7832500.0278
31709,6336893.29061587
31710,9413115.0548
31711,6392737.6766
31712,8872286.6741746
31713,6872271.33021207
31714,5356267.35483756
31715,4878618.38345988
31716,5286388.00914174
31717,7295930.71177619
31718,5245765.44592408
31719,6115574.98083333
31720,6996203.1112
31721,5623646.37925
31722,7416005.5056
31723,5738451.31442963
31724,5564983.70879394
31725,4938863.87098139
31726,7489290.02433333
31727,6599437.09058696
31728,4831232.40853288
31729,6005239.57541207
31730,4938952.64718051
31731,8247803.12276032
31732,7161615.18221905
31733,5234653.59000241
31734,5573051.60368142
31735,6488184.82738889
31736,6663429.35268429
31737,6222606.90798334
31738,6827999.5620144
31739,5655048.26
31740,5202376.04463432
31741,7388103.3139
31742,9927721.58531111
31743,9077640.24046667
31744,5845920.36974958
31745,5284114.05418205
31746,7508852.80079394
31747,5218707.72591797
31748,9337738.79854762
31749,6457927.39150476
31750,7098383.8227
31751,6404350.69447879
31752,4682458.42471281
31753,4594614.83914289
31754,9234476.6111746
31755,11117330.7783333
31756,4270741.47681672
31757,5436121.25206667
31758,5725768.57501207
31759,6020011.66850619
